0,0.0, 6570af77949fdfbf2c5810e8, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\6570af77949fdfbf2c5810e8\20854c60-ecd4-4e7f-a611-e4b768429248.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.058823529411764705, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__CR__2017 03__031017-$3,201.00.pdf,META: {'rate_bad_separators': 0.058823529411764705, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__CR__2017 03__032717-$752.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__CR__2017 04__040417-$3,906.02.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__CR__2017 04__041117-$3,671.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__CR__2017 04__041817-$2,355.34.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__DB__2017 02__02-2017.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__DB__2017 03__03-2017.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.0625, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__DB__2017 04__04-2017.pdf,META: {'rate_bad_separators': 0.0625, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2017__DB__2017 05__05-2017.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.05555555555555555, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 01__010518-$2,196.00.pdf,META: {'rate_bad_separators': 0.05555555555555555, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
1,0.0625, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 01__010918-$2,496.00.pdf,META: {'rate_bad_separators': 0.0625, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 01__011118-$1,220.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 01__011818-$1,464.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 02__020118-$1,082.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 02__020618-$2,440.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 02__021318-$3,416.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 02__022118-$488.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.05555555555555555, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 03__030818-$2,684.00.pdf,META: {'rate_bad_separators': 0.05555555555555555, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
1,0.2, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 03__031218-$1,220.00.pdf,META: {'rate_bad_separators': 0.2, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
1,0.058823529411764705, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 03__031618-$3,172.00.pdf,META: {'rate_bad_separators': 0.058823529411764705, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
1,0.2, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 03__032718-$494.00.pdf,META: {'rate_bad_separators': 0.2, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
1,0.07692307692307693, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 04__040218-$1,708.00.pdf,META: {'rate_bad_separators': 0.07692307692307693, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 04__040418-$976.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 04__040618-$732.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.05555555555555555, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 04__041118-$2,440.00.pdf,META: {'rate_bad_separators': 0.05555555555555555, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 04__041718-$2,440.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 04__042418-$488.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.08333333333333333, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 05__050318-$2,202.00.pdf,META: {'rate_bad_separators': 0.08333333333333333, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
1,0.058823529411764705, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 05__050918-$3,140.00.pdf,META: {'rate_bad_separators': 0.058823529411764705, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 05__051618-$2,928.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.16666666666666666, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 05__052418-$1,220.00.pdf,META: {'rate_bad_separators': 0.16666666666666666, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 05__053118-$488.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 06__060618-$2,196.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 06__061418-$1,408.67.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 06__061418-$4,392.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 06__062018-$738.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 06__062918-$500.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 07__070318-$2,308.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 07__070618-$985.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 07__071018-$1,464.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 07__071718-$3,184.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 07__072418-$494.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
2,0.2222222222222222, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 07__073018-$1,676.00.pdf,META: {'rate_bad_separators': 0.2222222222222222, 'count_bad_separators': 2, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 07__073018-$2,800.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 08__080218-$488.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 08__080718-$2,440.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 08__081418-$2,684.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 08__082218-$738.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.07142857142857142, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 09__090418-$2,196.00.pdf,META: {'rate_bad_separators': 0.07142857142857142, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 09__090518-$732.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.07142857142857142, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 09__091418-$3,027.50.pdf,META: {'rate_bad_separators': 0.07142857142857142, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 09__091418-$3,304.60.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 09__091818-$376.60.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.2, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 09__092518-$744.00.pdf,META: {'rate_bad_separators': 0.2, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
1,0.07692307692307693, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 10__100218-$2,045.50.pdf,META: {'rate_bad_separators': 0.07692307692307693, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 10__100518-$976.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.06666666666666667, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 10__101118-$3,413.30.pdf,META: {'rate_bad_separators': 0.06666666666666667, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 10__101818-$3,243.23.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.1111111111111111, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 10__103018-$1,476.00.pdf,META: {'rate_bad_separators': 0.1111111111111111, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 11__110218-$798.30.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 11__110818-$2,560.60.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 11__110818-$4,311.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.0625, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 11__111318-$1,850.60.pdf,META: {'rate_bad_separators': 0.0625, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
1,0.05263157894736842, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 11__112118-$3,325.80.pdf,META: {'rate_bad_separators': 0.05263157894736842, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 11__113018-$976.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 12__121018-$3,178.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 12__121418-$1,708.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 12__121818-$2,226.00.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
1,0.16666666666666666, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__CR__2018 12__123118-$549.27.pdf,META: {'rate_bad_separators': 0.16666666666666666, 'count_bad_separators': 1, 'ocr_reliability': 0.5}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__DB__2018 01__01-2018.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
0,0.0, 65caaffb9b6ff316a779f525 - Copy, meta:,c:\scripts-23\watchtower\wcodebase\m_formals\qa_reports_global/../../../CASE_FILES_STORAGE/storage\65caaffb9b6ff316a779f525 - Copy\M&T Victim Records__Operating 2018__DB__2018 02__02-2018.pdf,META: {'rate_bad_separators': 0.0, 'count_bad_separators': 0, 'ocr_reliability': 1.0}
